Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)","Charter 
School 
Number","Charter 
Funding 
Type",IRC,Low Grade,High Grade,"Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","CALPADS Fall 1 
Certification Status"
2018-2019,36,67819,6036370,San Bernardino,Ontario-Montclair,Moreno Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,P,6,545,368,67.50%,437,80.20%,528,356,67.40%,424,80.30%,Y
2018-2019,36,67819,6036388,San Bernardino,Ontario-Montclair,Ramona Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,746,605,81.10%,676,90.60%,724,589,81.40%,659,91.00%,Y
2018-2019,36,67819,6036404,San Bernardino,Ontario-Montclair,Serrano Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,7,8,849,669,78.80%,774,91.20%,849,669,78.80%,774,91.20%,Y
2018-2019,36,67819,6036412,San Bernardino,Ontario-Montclair,Sultana Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,P,6,680,550,80.90%,634,93.20%,666,539,80.90%,622,93.40%,Y
2018-2019,36,67819,6036420,San Bernardino,Ontario-Montclair,Vernon Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,7,8,700,552,78.90%,629,89.90%,700,552,78.90%,629,89.90%,Y
2018-2019,36,67819,6036438,San Bernardino,Ontario-Montclair,Vina Danks Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,7,8,667,501,75.10%,568,85.20%,667,501,75.10%,568,85.20%,Y
2018-2019,36,67819,6036446,San Bernardino,Ontario-Montclair,Vineyard Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,8,748,588,78.60%,691,92.40%,732,577,78.80%,678,92.60%,Y
2018-2019,36,67819,6113476,San Bernardino,Ontario-Montclair,Oaks Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,820,563,68.70%,678,82.70%,820,563,68.70%,678,82.70%,Y
2018-2019,36,67827,111807,San Bernardino,Oro Grande,Mojave River Academy,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,762,Directly funded,N,K,12,19,15,78.90%,18,94.70%,16,12,75.00%,15,93.80%,Y
2018-2019,36,67827,113928,San Bernardino,Oro Grande,Riverside Preparatory,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,855,Locally funded,N,K,12,"2,302","1,471",63.90%,"1,692",73.50%,"2,283","1,456",63.80%,"1,675",73.40%,Y
2018-2019,36,67827,137174,San Bernardino,Oro Grande,Mojave River Academy - Gold Canyon,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,1937,Directly funded,Y,K,12,111,90,81.10%,99,89.20%,98,79,80.60%,86,87.80%,Y
2018-2019,36,67827,137182,San Bernardino,Oro Grande,Mojave River Academy - National Trails,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,1938,Directly funded,Y,K,12,351,225,64.10%,260,74.10%,320,203,63.40%,235,73.40%,Y
2018-2019,36,67827,137190,San Bernardino,Oro Grande,Mojave River Academy - Oro Grande,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,1939,Directly funded,Y,K,12,552,464,84.10%,492,89.10%,469,389,82.90%,412,87.80%,Y
2018-2019,36,67827,137208,San Bernardino,Oro Grande,Mojave River Academy - Route 66,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,1940,Directly funded,Y,K,12,330,271,82.10%,285,86.40%,273,227,83.20%,237,86.80%,Y
2018-2019,36,67827,137216,San Bernardino,Oro Grande,Mojave River Academy - Rockview Park,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,1941,Directly funded,Y,K,12,111,90,81.10%,97,87.40%,105,84,80.00%,91,86.70%,Y
2018-2019,36,67827,137224,San Bernardino,Oro Grande,Mojave River Academy - Silver Mountain,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,1942,Directly funded,Y,K,12,363,255,70.20%,273,75.20%,325,226,69.50%,243,74.80%,Y
2018-2019,36,67827,137232,San Bernardino,Oro Grande,Mojave River Academy - Marble City,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,1943,Directly funded,Y,K,12,94,64,68.10%,72,76.60%,86,60,69.80%,67,77.90%,Y
2018-2019,36,67827,6036453,San Bernardino,Oro Grande,Oro Grande Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,99,86,86.90%,93,93.90%,99,86,86.90%,93,93.90%,Y
2018-2019,36,67843,0,San Bernardino,Redlands Unified,District Office,Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,K,Adult,174,73,42.00%,74,42.50%,155,69,44.50%,70,45.20%,Y
2018-2019,36,67843,1,San Bernardino,Redlands Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14,7,50.00%,7,50.00%,14,7,50.00%,7,50.00%,Y
2018-2019,36,67843,102558,San Bernardino,Redlands Unified,Beattie Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,"1,192",553,46.40%,638,53.50%,"1,192",553,46.40%,638,53.50%,Y
2018-2019,36,67843,107888,San Bernardino,Redlands Unified,Highland Grove Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,509,250,49.10%,299,58.70%,498,246,49.40%,295,59.20%,Y
2018-2019,36,67843,110569,San Bernardino,Redlands Unified,Judson & Brown Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,535,231,43.20%,264,49.30%,527,229,43.50%,262,49.70%,Y
2018-2019,36,67843,118802,San Bernardino,Redlands Unified,Citrus Valley High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,089",967,46.30%,"1,124",53.80%,"2,034",939,46.20%,"1,092",53.70%,Y
2018-2019,36,67843,123851,San Bernardino,Redlands Unified,Mission Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,579,380,65.60%,426,73.60%,568,373,65.70%,419,73.80%,Y
2018-2019,36,67843,127837,San Bernardino,Redlands Unified,Redlands eAcademy,Unified School District,K-12 Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,12,95,33,34.70%,33,34.70%,94,33,35.10%,33,35.10%,Y
2018-2019,36,67843,3630779,San Bernardino,Redlands Unified,Redlands East Valley High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,099",954,45.50%,"1,093",52.10%,"2,027",925,45.60%,"1,061",52.30%,Y
2018-2019,36,67843,3630928,San Bernardino,Redlands Unified,Grove,Unified School District,High Schools (Public),Traditional,N/A,Yes,180,Directly funded,N,7,12,228,34,14.90%,41,18.00%,222,31,14.00%,38,17.10%,Y
2018-2019,36,67843,3634995,San Bernardino,Redlands Unified,Orangewood High (Continuation),Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,208,158,76.00%,185,88.90%,176,133,75.60%,156,88.60%,Y
2018-2019,36,67843,3635042,San Bernardino,Redlands Unified,Redlands Senior High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,302","1,039",45.10%,"1,167",50.70%,"2,223","1,000",45.00%,"1,124",50.60%,Y
2018-2019,36,67843,6036479,San Bernardino,Redlands Unified,Crafton Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,682,360,52.80%,406,59.50%,672,354,52.70%,400,59.50%,Y
2018-2019,36,67843,6036487,San Bernardino,Redlands Unified,Cram Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,553,230,41.60%,236,42.70%,547,225,41.10%,231,42.20%,Y
2018-2019,36,67843,6036503,San Bernardino,Redlands Unified,Franklin Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,685,541,79.00%,601,87.70%,675,535,79.30%,593,87.90%,Y
2018-2019,36,67843,6036511,San Bernardino,Redlands Unified,Kimberly Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,620,221,35.60%,247,39.80%,612,218,35.60%,244,39.90%,Y
2018-2019,36,67843,6036537,San Bernardino,Redlands Unified,Lugonia Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,717,624,87.00%,670,93.40%,709,617,87.00%,663,93.50%,Y
2018-2019,36,67843,6036545,San Bernardino,Redlands Unified,Mariposa Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,553,167,30.20%,181,32.70%,547,164,30.00%,178,32.50%,Y
2018-2019,36,67843,6036552,San Bernardino,Redlands Unified,McKinley Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,435,284,65.30%,338,77.70%,429,281,65.50%,335,78.10%,Y
2018-2019,36,67843,6036560,San Bernardino,Redlands Unified,Mentone Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,503,368,73.20%,414,82.30%,497,364,73.20%,409,82.30%,Y
2018-2019,36,67843,6036586,San Bernardino,Redlands Unified,Smiley Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,622,297,47.70%,320,51.40%,617,295,47.80%,318,51.50%,Y
2018-2019,36,67843,6036594,San Bernardino,Redlands Unified,Victoria Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,500,429,85.80%,470,94.00%,492,422,85.80%,462,93.90%,Y
2018-2019,36,67843,6059414,San Bernardino,Redlands Unified,Clement Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,"1,031",686,66.50%,755,73.20%,"1,031",686,66.50%,755,73.20%,Y
2018-2019,36,67843,6059422,San Bernardino,Redlands Unified,Cope Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,"1,383",688,49.70%,770,55.70%,"1,383",688,49.70%,770,55.70%,Y
2018-2019,36,67843,6061881,San Bernardino,Redlands Unified,Moore Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,"1,166",598,51.30%,666,57.10%,"1,166",598,51.30%,666,57.10%,Y
2018-2019,36,67843,6067060,San Bernardino,Redlands Unified,Kingsbury Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,449,270,60.10%,322,71.70%,446,268,60.10%,319,71.50%,Y
2018-2019,36,67843,6108179,San Bernardino,Redlands Unified,Arroyo Verde Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,642,313,48.80%,340,53.00%,625,306,49.00%,332,53.10%,Y
2018-2019,36,67843,6111132,San Bernardino,Redlands Unified,Bryn Mawr Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,675,381,56.40%,425,63.00%,665,377,56.70%,420,63.20%,Y
2018-2019,36,67850,1,San Bernardino,Rialto Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21,10,47.60%,12,57.10%,19,10,52.60%,11,57.90%,Y
2018-2019,36,67850,102830,San Bernardino,Rialto Unified,Wilmer Amina Carter High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"2,322","1,576",67.90%,"1,890",81.40%,"2,257","1,527",67.70%,"1,838",81.40%,Y
2018-2019,36,67850,116483,San Bernardino,Rialto Unified,Charlotte N. Werner Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,P,5,835,710,85.00%,773,92.60%,835,710,85.00%,773,92.60%,Y
2018-2019,36,67850,121160,San Bernardino,Rialto Unified,Nancy R. Kordyak Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,P,5,576,332,57.60%,397,68.90%,576,332,57.60%,397,68.90%,Y
2018-2019,36,67850,3630159,San Bernardino,Rialto Unified,Milor Continuation High,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,242,179,74.00%,193,79.80%,163,129,79.10%,139,85.30%,Y
2018-2019,36,67850,3630530,San Bernardino,Rialto Unified,Zupanic High,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,9,12,70,47,67.10%,54,77.10%,47,32,68.10%,37,78.70%,Y
2018-2019,36,67850,3630597,San Bernardino,Rialto Unified,Rialto High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"2,711","2,170",80.00%,"2,493",92.00%,"2,639","2,108",79.90%,"2,425",91.90%,Y
2018-2019,36,67850,3633005,San Bernardino,Rialto Unified,Eisenhower Senior High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"2,360","1,962",83.10%,"2,173",92.10%,"2,287","1,904",83.30%,"2,106",92.10%,Y
2018-2019,36,67850,6036602,San Bernardino,Rialto Unified,Bemis Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,P,5,624,512,82.10%,559,89.60%,609,502,82.40%,549,90.10%,Y
2018-2019,36,67850,6036610,San Bernardino,Rialto Unified,Boyd Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,P,5,550,455,82.70%,512,93.10%,550,455,82.70%,512,93.10%,Y
2018-2019,36,67850,6036628,San Bernardino,Rialto Unified,Casey Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,P,5,717,643,89.70%,684,95.40%,717,643,89.70%,684,95.40%,Y
2018-2019,36,67850,6036636,San Bernardino,Rialto Unified,Dunn Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,P,5,578,514,88.90%,551,95.30%,578,514,88.90%,551,95.30%,Y
2018-2019,36,67850,6036644,San Bernardino,Rialto Unified,Henry Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,P,5,457,384,84.00%,430,94.10%,443,374,84.40%,418,94.40%,Y
2018-2019,36,67850,6036651,San Bernardino,Rialto Unified,Kelley Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,P,5,642,544,84.70%,591,92.10%,642,544,84.70%,591,92.10%,Y
2018-2019,36,67850,6036669,San Bernardino,Rialto Unified,Morgan Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,P,5,558,444,79.60%,506,90.70%,545,436,80.00%,497,91.20%,Y
2018-2019,36,67850,6036677,San Bernardino,Rialto Unified,Myers Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,P,5,518,454,87.60%,480,92.70%,504,440,87.30%,466,92.50%,Y
2018-2019,36,67850,6036685,San Bernardino,Rialto Unified,Preston Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,P,5,593,487,82.10%,549,92.60%,580,479,82.60%,541,93.30%,Y
2018-2019,36,67850,6036693,San Bernardino,Rialto Unified,Trapp Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,P,5,435,296,68.00%,340,78.20%,435,296,68.00%,340,78.20%,Y
2018-2019,36,67850,6059448,San Bernardino,Rialto Unified,Frisbie Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,6,8,"1,161",992,85.40%,"1,078",92.90%,"1,161",992,85.40%,"1,078",92.90%,Y
2018-2019,36,67850,6059455,San Bernardino,Rialto Unified,Rialto Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,6,8,"1,233","1,054",85.50%,"1,152",93.40%,"1,233","1,054",85.50%,"1,152",93.40%,Y
2018-2019,36,67850,6061899,San Bernardino,Rialto Unified,Kolb Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,6,8,"1,022",761,74.50%,877,85.80%,"1,022",761,74.50%,877,85.80%,Y
2018-2019,36,67850,6105704,San Bernardino,Rialto Unified,Helen L. Dollahan Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,P,5,636,496,78.00%,565,88.80%,624,488,78.20%,556,89.10%,Y
2018-2019,36,67850,6106538,San Bernardino,Rialto Unified,Samuel W. Simpson Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,P,5,718,568,79.10%,643,89.60%,705,557,79.00%,632,89.60%,Y
2018-2019,36,67850,6107155,San Bernardino,Rialto Unified,Elizabeth T. Hughbanks Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,523,361,69.00%,436,83.40%,506,346,68.40%,420,83.00%,Y
2018-2019,36,67850,6108864,San Bernardino,Rialto Unified,Georgia Morris Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,P,6,613,484,79.00%,545,88.90%,613,484,79.00%,545,88.90%,Y
2018-2019,36,67850,6111728,San Bernardino,Rialto Unified,Edward Fitzgerald Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,410,277,67.60%,315,76.80%,398,269,67.60%,306,76.90%,Y
2018-2019,36,67850,6111736,San Bernardino,Rialto Unified,Ernest Garcia Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,P,5,648,484,74.70%,554,85.50%,648,484,74.70%,554,85.50%,Y
2018-2019,36,67850,6111744,San Bernardino,Rialto Unified,Ethel Kucera Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,6,8,"1,089",793,72.80%,916,84.10%,"1,089",793,72.80%,916,84.10%,Y
2018-2019,36,67850,6114920,San Bernardino,Rialto Unified,William G. Jehue Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,6,8,"1,604","1,284",80.00%,"1,444",90.00%,"1,604","1,284",80.00%,"1,444",90.00%,Y
2018-2019,36,67850,6114938,San Bernardino,Rialto Unified,Sam V. Curtis Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,P,5,600,513,85.50%,560,93.30%,600,513,85.50%,560,93.30%,Y
2018-2019,36,67868,1,San Bernardino,Rim of the World Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,1,25.00%,1,25.00%,3,0,0.00%,0,0.00%,Y
2018-2019,36,67868,3630241,San Bernardino,Rim of the World Unified,Mountain High,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,55,34,61.80%,39,70.90%,46,26,56.50%,30,65.20%,Y
2018-2019,36,67868,3635265,San Bernardino,Rim of the World Unified,Rim of the World Senior High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,915,421,46.00%,469,51.30%,887,413,46.60%,461,52.00%,Y
2018-2019,36,67868,6036727,San Bernardino,Rim of the World Unified,Lake Arrowhead Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,P,5,587,307,52.30%,331,56.40%,573,303,52.90%,327,57.10%,Y
2018-2019,36,67868,6036735,San Bernardino,Rim of the World Unified,Charles Hoffman Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,326,164,50.30%,192,58.90%,319,160,50.20%,188,58.90%,Y
2018-2019,36,67868,6036743,San Bernardino,Rim of the World Unified,Valley of Enchantment Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,570,386,67.70%,411,72.10%,559,379,67.80%,403,72.10%,Y
2018-2019,36,67868,6068779,San Bernardino,Rim of the World Unified,Mary P. Henck Intermediate,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,779,411,52.80%,483,62.00%,779,411,52.80%,483,62.00%,Y
2018-2019,36,67876,0,San Bernardino,San Bernardino City Unified,District Office,Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,K,Adult,65,30,46.20%,31,47.70%,55,28,50.90%,29,52.70%,Y
2018-2019,36,67876,1,San Bernardino,San Bernardino City Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,102,44,43.10%,46,45.10%,80,36,45.00%,38,47.50%,Y
2018-2019,36,67876,107730,San Bernardino,San Bernardino City Unified,ASA Charter,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,677,Directly funded,Y,K,12,230,207,90.00%,223,97.00%,221,201,91.00%,215,97.30%,Y
2018-2019,36,67876,109488,San Bernardino,San Bernardino City Unified,Cesar E. Chavez Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,6,8,"1,223",852,69.70%,991,81.00%,"1,223",852,69.70%,991,81.00%,Y
